code,name,male couples,female couples,opposite-sex couples,total couples
SAL13550,Shelly Beach (NSW),0,3,324,325
SAL13551,Sherwood (Clarence Valley - NSW),0,0,6,6
SAL13552,Sherwood (Kempsey - NSW),0,0,40,36
SAL13553,Sherwood (Kyogle - NSW),0,0,9,9
SAL13554,Shoal Bay (NSW),0,4,361,368
SAL13555,Shoalhaven Heads,0,4,772,774
SAL13556,Shooters Hill,0,0,9,9
SAL13557,Shortland,5,9,898,911
SAL13558,Silent Grove,0,0,3,3
SAL13559,Silverdale (NSW),0,3,1164,1166
SAL13560,Silverton (NSW),0,0,11,11
SAL13561,Silverwater (Lake Macquarie - NSW),0,0,63,63
SAL13562,Silverwater (Parramatta - NSW),4,3,487,495
SAL13563,Simpkins Creek,0,0,6,6
SAL13564,Singleton (NSW),3,10,1047,1060
SAL13565,Singleton Heights,5,5,1007,1012
SAL13566,Singleton Military Area,0,0,0,0
SAL13567,Singletons Mill,0,0,0,0
SAL13568,Six Mile Swamp,0,0,0,0
SAL13569,Skennars Head,0,0,325,333
SAL13570,Skillion Flat,0,0,23,23
SAL13571,Skinners Shoot,0,0,26,29
SAL13572,Sleepy Hollow,0,0,28,28
SAL13573,Smeaton Grange,0,0,0,0
SAL13574,Smiggin Holes,0,0,0,0
SAL13575,Smithfield (NSW),8,11,2432,2451
SAL13576,Smiths Creek (Clarence Valley - NSW),0,0,0,0
SAL13577,Smiths Creek (Kyogle - NSW),0,0,17,17
SAL13578,Smiths Creek (Tweed - NSW),0,0,64,64
SAL13579,Smiths Lake,3,3,306,307
SAL13580,Smithtown,0,0,127,127
SAL13581,Snakes Plain,0,0,3,3
SAL13582,Snowball,0,0,0,0
SAL13583,Snowy Plain,0,0,0,0
SAL13584,Sodwalls,0,0,26,24
SAL13585,Sofala,0,0,13,16
SAL13586,Soldiers Point,0,0,401,406
SAL13587,Somersby,4,0,262,268
SAL13588,Somerton (NSW),0,0,60,58
SAL13589,South Albury,0,7,205,217
SAL13590,South Arm (Clarence Valley - NSW),0,0,54,54
SAL13591,South Arm (Nambucca Valley - NSW),0,0,55,55
SAL13592,South Ballina,0,0,8,8
SAL13593,South Bathurst,0,0,292,294
SAL13594,South Bowenfels,0,0,336,342
SAL13595,South Coogee,8,8,1107,1122
SAL13596,South Durras,0,3,89,92
SAL13597,South Golden Beach,0,0,161,171
SAL13598,South Grafton,6,4,1043,1049
SAL13599,South Granville,3,0,951,955
SAL13600,South Gundagai,0,0,162,168
SAL13601,South Gundurimba,0,0,74,74
SAL13602,South Guyra,4,0,51,56
SAL13603,South Hurstville,9,6,1104,1119
SAL13604,South Kempsey,3,0,439,445
SAL13605,South Lismore,4,0,269,273
SAL13606,South Littleton,0,0,68,68
SAL13607,South Maitland,0,0,72,72
SAL13608,South Maroota,0,0,152,152
SAL13609,South Murwillumbah,0,3,181,190
SAL13610,South Nowra,3,12,670,684
SAL13611,South Pambula,0,4,119,125
SAL13612,South Penrith,14,8,2589,2613
SAL13613,South Tamworth,8,10,1065,1084
SAL13614,South Turramurra,0,3,815,822
SAL13615,South Wentworthville,3,5,1356,1370
SAL13616,South West Rocks,3,6,1225,1237
SAL13617,South Windsor,3,20,1088,1108
SAL13618,South Wolumla,0,0,42,43
SAL13619,Southampton (NSW),0,0,10,10
SAL13620,Southgate,0,0,53,53
SAL13621,Speers Point,3,3,787,795
SAL13622,Speewa,0,0,28,28
SAL13623,Spencer,0,0,58,56
SAL13624,Spicers Creek,0,0,15,15
SAL13625,Spicketts Creek,0,0,8,8
SAL13626,Splitters Creek,0,0,83,83
SAL13627,Spring Creek (NSW),0,0,37,37
SAL13628,Spring Farm (NSW),13,25,2329,2370
SAL13629,Spring Flat,0,0,100,100
SAL13630,Spring Grove,0,0,124,124
SAL13631,Spring Hill (Orange - NSW),0,0,119,119
SAL13632,Spring Hill (Wollongong - NSW),0,0,19,19
SAL13633,Spring Mountain (NSW),0,0,3,3
SAL13634,Spring Plains,0,0,15,15
SAL13635,Spring Ridge,0,0,60,60
SAL13636,Spring Terrace,0,0,30,34
SAL13637,Springdale (NSW),0,0,35,35
SAL13638,Springdale Heights,7,3,514,522
SAL13639,Springfield (Central Coast - NSW),4,10,953,966
SAL13640,Springfield (Snowy Monaro Regional - NSW),0,0,9,9
SAL13641,Springrange,0,0,124,126
SAL13642,Springside (NSW),0,0,75,75
SAL13643,Springvale (NSW),0,0,475,475
SAL13644,Springwood (NSW),13,25,1944,1983
SAL13645,St Albans (NSW),0,0,43,44
SAL13646,St Andrews (NSW),4,6,1208,1222
SAL13647,St Clair (Penrith - NSW),15,29,4506,4547
SAL13648,St Clair (Singleton - NSW),0,0,8,8
SAL13649,St Fillans,0,0,63,63
SAL13650,St George (NSW),0,0,0,0
SAL13651,St Georges Basin,0,5,806,809
SAL13652,St Helens Park,5,14,1361,1377
SAL13653,St Huberts Island,0,3,308,311
SAL13654,St Ives (NSW),18,11,4705,4732
SAL13655,St Ives Chase,0,0,865,867
SAL13656,St Johns Park,4,0,1305,1309
SAL13657,St Leonards (NSW),47,18,1678,1743
SAL13658,St Marys (NSW),10,21,2236,2268
SAL13659,St Peters (NSW),63,51,722,844
SAL13660,Stanborough,0,0,23,23
SAL13661,Stanbridge,0,0,36,36
SAL13662,Stanford Merthyr,3,0,117,118
SAL13663,Stanhope (NSW),0,0,43,43
SAL13664,Stanhope Gardens,3,3,2296,2305
SAL13665,Stanmore (NSW),80,46,1485,1610
SAL13666,Stannifer,0,0,16,19
SAL13667,Stannum,0,0,12,12
SAL13668,Stanwell Park,3,0,393,402
SAL13669,Stanwell Tops,0,0,136,136
SAL13670,State Mine Gully,0,0,0,0
SAL13671,Steam Plains,0,0,0,0
SAL13672,Steeple Flat,0,0,4,4
SAL13673,Stewarts Brook,0,0,10,10
SAL13674,Stewarts River,0,4,30,39
SAL13675,Stockinbingal,0,0,88,88
SAL13676,Stockrington,0,0,22,22
SAL13677,Stockton (NSW),5,4,871,875
SAL13678,Stockyard Creek (NSW),0,0,16,12
SAL13679,Stokers Siding,3,0,144,149
SAL13680,Stonehenge (NSW),0,0,45,45
SAL13681,Stonequarry,0,0,13,13
SAL13682,Stony Chute,0,0,27,27
SAL13683,Stony Creek (Bega Valley - NSW),0,0,36,36
SAL13684,Stony Creek (Mid-Western Regional - NSW),0,0,18,18
SAL13685,Stony Crossing,0,0,9,9
SAL13686,Stotts Creek,0,0,3,3
SAL13687,Stratford (NSW),0,0,33,33
SAL13688,Strathcedar,0,0,22,22
SAL13689,Stratheden,0,0,58,58
SAL13690,Strathfield (NSW),20,24,5186,5235
SAL13691,Strathfield South,4,3,839,847
SAL13692,Stroud,0,0,240,241
SAL13693,Stroud Hill,0,0,11,11
SAL13694,Stroud Road,0,0,56,56
SAL13695,Stuart Town,3,0,43,49
SAL13696,Stuarts Point,0,0,150,150
SAL13697,Stubbo,0,0,63,63
SAL13698,Stud Park,0,0,12,12
SAL13699,Suffolk Park,9,5,795,804
SAL13700,Sugarloaf (NSW),0,0,16,16
SAL13701,Summer Hill (Dungog - NSW),0,0,31,31
SAL13702,Summer Hill (Inner West - NSW),38,51,1470,1554
SAL13703,Summer Hill Creek,0,0,65,65
SAL13704,Summer Island,0,0,24,24
SAL13705,Summerland Point,0,5,622,626
SAL13706,Sun Valley (NSW),4,0,63,64
SAL13707,Sunny Corner,0,0,14,14
SAL13708,Sunset Strip (NSW),0,0,7,7
SAL13709,Sunshine (NSW),0,0,114,117
SAL13710,Sunshine Bay,0,3,354,356
SAL13711,Suntop,0,0,18,18
SAL13712,Surf Beach (NSW),0,0,442,441
SAL13713,Surfside,0,0,313,317
SAL13714,Surry Hills,524,50,2288,2863
SAL13715,Sussex Inlet,0,3,918,923
SAL13716,Sutherland (NSW),26,31,2502,2564
SAL13717,Sutton (NSW),5,0,366,370
SAL13718,Sutton Forest,3,0,135,134
SAL13719,Swan Bay (Port Stephens - NSW),0,0,76,76
SAL13720,Swan Bay (Richmond Valley - NSW),0,0,79,79
SAL13721,Swan Creek (NSW),0,0,26,26
SAL13722,Swan Vale,0,0,6,6
SAL13723,Swanbrook,0,0,4,4
SAL13724,Swanhaven,0,0,55,55
SAL13725,Swans Crossing,0,0,0,0
SAL13726,Swansea (NSW),0,0,1071,1080
SAL13727,Swansea Heads,0,0,139,139
SAL13728,Sweetmans Creek,0,0,15,15
SAL13729,Sydenham (NSW),17,4,197,216
SAL13730,Sydney,180,74,2793,3046
SAL13731,Sydney Olympic Park,35,12,1171,1213
SAL13732,Sylvania,8,5,2492,2506
SAL13733,Sylvania Waters,5,4,789,793
SAL13734,Tabbil Creek,0,0,17,17
SAL13735,Tabbimoble,0,0,5,5
SAL13736,Tabbita,0,0,19,19
SAL13737,Table Top,0,3,405,410
SAL13738,Tabulam,0,0,85,86
SAL13739,Tacoma,0,0,136,138
SAL13740,Tacoma South,0,0,63,67
SAL13741,Tahlee,0,0,3,3
SAL13742,Tahmoor,8,7,1188,1205
SAL13743,Talarm,0,0,60,60
SAL13744,Talawanta,0,0,3,3
SAL13745,Talbingo,0,0,49,49
SAL13746,Tallawang,0,0,42,42
SAL13747,Tallawong,16,9,1522,1541
SAL13748,Tallimba,0,0,36,35
SAL13749,Tallong,3,3,230,240
SAL13750,Tallowal,0,0,0,0
SAL13751,Tallowwood Ridge,0,0,10,10
SAL13752,Tallwood,0,0,21,21
SAL13753,Tallwoods Village,0,0,303,304
SAL13754,Talmalmo,0,0,6,6
SAL13755,Talofa,0,0,24,24
SAL13756,Taloumbi,0,0,19,16
SAL13757,Tamarama,6,0,336,346
SAL13758,Tamban,0,0,18,21
SAL13759,Tambar Springs,0,0,49,48
SAL13760,Tambaroora,0,0,0,4
SAL13761,Taminda,0,0,6,6
SAL13762,Tamworth,0,0,18,17
SAL13763,Tanglewood,0,0,23,22
SAL13764,Tanilba Bay,0,3,739,749
SAL13765,Tanja,0,0,35,37
SAL13766,Tannas Mount,0,0,17,17
SAL13767,Tantangara,0,0,0,0
SAL13768,Tantawangalo,0,0,35,35
SAL13769,Tantonan,0,0,10,10
SAL13770,Tapitallee,5,0,176,179
SAL13771,Tara (NSW),0,0,11,11
SAL13772,Taradale (NSW),0,0,11,11
SAL13773,Tarago,0,0,133,139
SAL13774,Taralga,0,0,85,85
SAL13775,Tarana,0,0,47,52
SAL13776,Tarban,0,0,5,5
SAL13777,Tarbuck Bay,0,0,35,35
SAL13778,Tarcutta,0,0,100,100
SAL13779,Taree,19,15,2947,2984
SAL13780,Taree South,0,0,68,71
SAL13781,Taren Point,3,0,440,443
SAL13782,Tarlo,0,0,47,47
SAL13783,Tarraganda,0,0,82,88
SAL13784,Tarrawanna,0,0,486,489
SAL13785,Tarriaro,0,0,28,28
SAL13786,Tarro,0,4,359,368
SAL13787,Tascott,0,7,401,412
SAL13788,Tatham,0,0,53,53
SAL13789,Tathra,0,0,370,370
SAL13790,Tatton,0,0,604,608
SAL13791,Taylors Arm,0,0,25,25
SAL13792,Taylors Beach (NSW),0,0,36,36
SAL13793,Taylors Flat,0,0,15,15
SAL13794,Tea Gardens,3,5,1004,1011
SAL13795,Telarah,3,8,432,444
SAL13796,Telegraph Point,0,0,133,137
SAL13797,Telopea,7,6,1143,1153
SAL13798,Temagog,0,0,53,53
SAL13799,Temora,0,3,1006,1009
SAL13800,Tempe,35,36,718,788
SAL13801,Ten Mile Hollow,0,0,0,0
SAL13802,Tenambit,0,3,639,646
SAL13803,Tenandra,0,0,16,16
SAL13804,Tennyson (NSW),0,0,96,102
SAL13805,Tennyson Point,3,0,310,319
SAL13806,Tenterden (NSW),0,0,12,12
SAL13807,Tenterfield,4,6,901,912
SAL13808,Teralba,4,6,594,601
SAL13809,Terania Creek,0,0,36,36
SAL13810,Terara,0,0,51,51
SAL13811,Teridgerie,0,0,6,6
SAL13812,Termeil,0,0,66,66
SAL13813,Terrabella,0,0,4,4
SAL13814,Terrace Creek,0,0,13,13
SAL13815,Terragon,0,0,21,21
SAL13816,Terramungamine,0,0,78,80
SAL13817,Terranora,5,3,842,846
SAL13818,Terreel,0,0,0,0
SAL13819,Terrey Hills,0,3,785,791
SAL13820,Terrigal,12,17,3033,3058
SAL13821,Terry Hie Hie,0,0,11,11
SAL13822,Teven,0,0,79,79
SAL13823,Tewinga,0,0,20,20
SAL13824,Texas (NSW),0,0,6,6
SAL13825,Thalgarrah,0,0,39,39
SAL13826,Tharbogang,0,0,97,104
SAL13827,The Angle,0,0,24,24
SAL13828,The Basin (NSW),0,0,0,0
SAL13829,The Bight,0,0,20,20
SAL13830,The Branch,0,0,23,25
SAL13831,The Brothers,0,0,7,7
SAL13832,The Channon,0,0,68,70
SAL13833,The Devils Wilderness,0,0,0,0
SAL13834,The Entrance,3,8,722,732
SAL13835,The Entrance North,0,3,323,329
SAL13836,The Freshwater,0,0,5,5
SAL13837,The Gap (Richmond Valley - NSW),0,0,0,0
SAL13838,The Gap (Wagga Wagga - NSW),0,0,23,23
SAL13839,The Glen (NSW),0,0,0,0
SAL13840,The Gulf,0,0,0,0
SAL13841,The Hatch,0,0,15,15
SAL13842,The Hill,11,4,400,419
SAL13843,The Junction,0,0,238,238
SAL13844,The Lagoon,0,0,71,70
SAL13845,The Marra,0,0,17,17
SAL13846,The Meadows,0,0,9,9
SAL13847,The Oaks,4,6,747,757
SAL13848,The Pilliga,0,0,0,0
SAL13849,The Pinnacles,0,0,18,18
SAL13850,The Pocket,0,0,51,51
SAL13851,The Ponds,13,4,3987,4001
SAL13852,The Ridgeway,0,0,41,47
SAL13853,The Risk,0,0,10,10
SAL13854,The Rock,6,0,291,291
SAL13855,The Rocks (Bathurst Regional - NSW),0,0,17,17
SAL13856,The Rocks (Sydney - NSW),9,0,109,120
SAL13857,The Sandon,0,0,0,0
SAL13858,The Slopes,3,0,86,88
SAL13859,The Whiteman,0,0,41,41
SAL13860,Theresa Creek (NSW),0,0,14,14
SAL13861,Theresa Park,0,0,156,156
SAL13862,Thirldene,0,0,5,5
SAL13863,Thirlmere,0,3,1153,1167
SAL13864,Thirroul,7,16,1562,1584
SAL13865,Thora,0,0,71,71
SAL13866,Thornleigh,6,11,2113,2131
SAL13867,Thornton (NSW),13,24,2525,2559
SAL13868,Thredbo,0,0,36,39
SAL13869,Thrumster,0,16,548,564
SAL13870,Thuddungra,0,0,35,35
SAL13871,Thule,0,0,9,9
SAL13872,Thumb Creek,0,0,5,5
SAL13873,Thurgoona,6,6,2598,2614
SAL13874,Thyra,0,0,8,8
SAL13875,Tianjara,0,0,4,4
SAL13876,Tibbuc,0,0,12,12
SAL13877,Tibooburra,0,0,24,24
SAL13878,Tichborne,0,0,24,24
SAL13879,Tichular,0,0,0,0
SAL13880,Tighes Hill,9,10,351,376
SAL13881,Tilba Tilba,0,0,23,23
SAL13882,Tilbuster,0,0,14,14
SAL13883,Tilligerry Creek,0,0,0,0
SAL13884,Tilpa,0,0,6,6
SAL13885,Timbarra (NSW),0,0,8,8
SAL13886,Timbillica,0,0,3,3
SAL13887,Timbumburi,0,0,34,34
SAL13888,Timor (NSW),0,0,13,13
SAL13889,Tindarey,0,0,3,3
SAL13890,Tinderry,0,0,15,15
SAL13891,Tingha,0,0,139,140
SAL13892,Tingira Heights,5,3,479,488
SAL13893,Tinonee,3,0,267,274
SAL13894,Tinpot,0,0,0,0
SAL13895,Tintenbar,0,0,155,155
SAL13896,Tintinhull,0,0,103,103
SAL13897,Tiona,0,0,0,0
SAL13898,Tipperary (NSW),0,0,8,8
SAL13899,Tiri,0,0,0,0
SAL13900,Tirrannaville,0,0,66,66
SAL13901,Titaatee Creek,0,0,10,10
SAL13902,Tocal,0,0,0,0
SAL13903,Tocumwal,0,4,645,647
SAL13904,Tolbar,0,0,0,0
SAL13905,Tolland,0,8,638,643
SAL13906,Tolwong,0,0,0,0
SAL13907,Tomago,0,0,38,39
SAL13908,Tomakin,0,9,293,302
SAL13909,Tomalla,0,0,0,0
SAL13910,Tombong,0,0,0,0
SAL13911,Tomboye,0,0,10,10
SAL13912,Tomerong,0,3,287,294
SAL13913,Tomewin,0,0,22,22
SAL13914,Tomingley,0,0,76,76
SAL13915,Tomki,0,0,20,20
SAL13916,Toms Creek,0,0,7,7
SAL13917,Tonderburine,0,0,33,33
SAL13918,Tongarra,0,0,40,40
SAL13919,Toogong,0,0,17,17
SAL13920,Tooleybuc,0,0,58,62
SAL13921,Toolijooa,0,0,32,29
SAL13922,Tooloom,0,0,5,5
SAL13923,Tooloon,0,0,11,11
SAL13924,Tooma,0,0,17,17
SAL13925,Toongabbie (NSW),18,6,3616,3640
SAL13926,Toongi,0,0,12,12
SAL13927,Toonumbar,0,0,6,6
SAL13928,Tooranie,0,0,3,3
SAL13929,Tooraweenah,0,0,58,58
SAL13930,Toormina,4,4,1108,1122
SAL13931,Toorooka,0,0,12,12
SAL13932,Toothdale,0,0,59,59
SAL13933,Tootool,0,0,12,12
SAL13934,Toowoon Bay,0,3,122,120
SAL13935,Topi Topi,0,0,15,15
SAL13936,Toronto,7,15,1159,1177
SAL13937,Torrington (NSW),0,0,14,14
SAL13938,Torryburn (Dungog - NSW),0,0,40,40
SAL13939,Torryburn (Uralla - NSW),0,0,6,6
SAL13940,Totnes Valley,0,0,8,8
SAL13941,Tottenham (NSW),0,0,109,109
SAL13942,Touga,0,0,0,0
SAL13943,Toukley,7,4,852,863
SAL13944,Towallum,0,0,0,0
SAL13945,Towamba,0,0,53,53
SAL13946,Townsend,0,0,209,209
SAL13947,Towradgi,5,7,681,687
SAL13948,Towrang,0,0,40,40
SAL13949,Tralee,0,0,0,0
SAL13950,Trangie,0,0,187,187
SAL13951,Tregeagle,0,0,128,128
SAL13952,Tregear,3,7,472,476
SAL13953,Trenayr,0,0,19,19
SAL13954,Trentham Cliffs,0,0,22,22
SAL13955,Trewilga,0,0,4,4
SAL13956,Triamble,0,0,3,3
SAL13957,Triangle Flat,0,0,14,14
SAL13958,Trundle,0,0,125,126
SAL13959,Trungley Hall,0,0,17,17
SAL13960,Trunkey Creek,0,0,28,28
SAL13961,Tubbamurra,0,0,4,4
SAL13962,Tubbul,0,0,14,14
SAL13963,Tucabia,0,0,86,88
SAL13964,Tucki Tucki,0,0,31,31
SAL13965,Tuckombil,0,0,71,74
SAL13966,Tuckurimba,0,0,31,31
SAL13967,Tuena,0,0,14,14
SAL13968,Tuggerah,0,0,184,182
SAL13969,Tuggerawong,0,3,285,289
SAL13970,Tugrabakh,0,0,18,18
SAL13971,Tullakool,0,0,25,23
SAL13972,Tullamore,0,0,77,77
SAL13973,Tullarwalla,0,0,0,0
SAL13974,Tullera,0,0,67,64
SAL13975,Tullibigeal,0,0,55,51
SAL13976,Tullimbar,7,0,454,462
SAL13977,Tulloona,0,0,10,10
SAL13978,Tullymorgan,0,0,26,25
SAL13979,Tumbarumba,0,0,428,426
SAL13980,Tumbi Umbi,5,7,1288,1296
SAL13981,Tumblong,0,0,52,49
SAL13982,Tumbulgum,0,0,108,108
SAL13983,Tumorrama,0,0,7,7
SAL13984,Tumut,5,4,1375,1381
SAL13985,Tumut Plains,0,0,14,14
SAL13986,Tuncester,0,0,10,10
SAL13987,Tuncurry,8,11,1379,1394
SAL13988,Tunglebung,0,0,13,13
SAL13989,Tuntable Creek,3,0,34,35
SAL13990,Tuppal,0,0,5,5
SAL13991,Tura Beach,0,6,935,940
SAL13992,Turill,0,0,19,19
SAL13993,Turlinjah,0,0,35,35
SAL13994,Turners Flat,0,0,38,38
SAL13995,Turondale,0,0,22,22
SAL13996,Tuross,0,0,3,3
SAL13997,Tuross Head,0,0,636,642
SAL13998,Turramurra,19,12,3210,3240
SAL13999,Turrawan,0,0,26,26
SAL14000,Turrella,7,9,562,582
SAL14001,Turvey Park,6,9,762,770
SAL14002,Tweed Heads,12,16,1887,1908
SAL14003,Tweed Heads South,11,8,1481,1509
SAL14004,Tweed Heads West,3,11,1174,1184
SAL14005,Twelve Mile,0,0,6,6
SAL14006,Twelve Mile Creek,0,0,18,20
SAL14007,Twelve Mile Peg,0,0,0,0
SAL14008,Twenty Forests,0,0,0,0
SAL14009,Twin Rivers,0,0,7,7
SAL14010,Two Mile Flat,0,0,14,14
SAL14011,Tyagarah,0,3,33,33
SAL14012,Tyalgum,0,0,102,102
SAL14013,Tyalgum Creek,3,0,32,31
SAL14014,Tygalgah,0,0,26,26
SAL14015,Tyndale,0,0,46,53
SAL14016,Tyringham,0,0,27,27
SAL14017,Uarbry,0,0,5,5
SAL14018,Uki,6,0,126,135
SAL14019,Ulamambri,0,0,40,40
SAL14020,Ulan,0,0,3,3
SAL14021,Ulladulla,3,8,1586,1597
SAL14022,Ulmarra,0,0,168,172
SAL14023,Ulong,0,0,41,42
SAL14024,Ultimo,48,24,1048,1124
SAL14025,Umina Beach,25,52,3503,3573
SAL14026,Unanderra,9,5,1035,1048
SAL14027,Underbank,0,0,6,6
SAL14028,Undercliffe,0,0,7,5
SAL14029,Ungarie,0,0,91,91
SAL14030,Unumgar,0,0,7,7
SAL14031,Upper Allyn,0,0,5,5
SAL14032,Upper Bingara,0,0,5,5
SAL14033,Upper Burringbar,0,0,57,59
SAL14034,Upper Bylong,0,0,0,0
SAL14035,Upper Colo,0,0,15,15
SAL14036,Upper Coopers Creek,0,0,10,16
SAL14037,Upper Copmanhurst,0,0,21,21
SAL14038,Upper Corindi,0,0,37,37
SAL14039,Upper Crystal Creek,0,0,47,46
SAL14040,Upper Dartbrook,0,0,46,46
SAL14041,Upper Duck Creek,0,0,0,0
SAL14042,Upper Duroby,0,0,30,30
SAL14043,Upper Eden Creek,0,0,10,10
SAL14044,Upper Fine Flower,0,0,7,7
SAL14045,Upper Growee,0,0,0,0
SAL14046,Upper Horseshoe Creek,0,0,30,29
SAL14047,Upper Horton,0,0,33,33
SAL14048,Upper Kangaroo River,0,0,47,51
SAL14049,Upper Kangaroo Valley,0,0,0,0
SAL14050,Upper Karuah River,0,0,4,4
SAL14051,Upper Lansdowne,0,0,129,135
SAL14052,Upper Macdonald,0,0,10,11
SAL14053,Upper Main Arm,0,0,34,39
SAL14054,Upper Mangrove,0,0,0,0
SAL14055,Upper Manilla,0,0,27,27
SAL14056,Upper Mongogarie,0,0,7,7
SAL14057,Upper Myall,0,0,8,8
SAL14058,Upper Nile,0,0,3,3
SAL14059,Upper Orara,7,0,204,212
SAL14060,Upper Pappinbarra,0,0,13,13
SAL14061,Upper Rollands Plains,0,0,29,28
SAL14062,Upper Rouchel,0,0,20,20
SAL14063,Upper Taylors Arm,0,0,25,24
SAL14064,Upper Tooloom,0,0,14,10
SAL14065,Upper Turon,0,0,0,0
SAL14066,Upper Wilsons Creek,4,0,16,13
SAL14067,Upsalls Creek,0,0,26,26
SAL14068,Uralba,0,0,77,77
SAL14069,Uralla (NSW),0,12,580,591
SAL14070,Urana,0,0,74,73
SAL14071,Urangeline,0,0,8,8
SAL14072,Urangeline East,0,0,10,10
SAL14073,Uranquinty,0,0,224,224
SAL14074,Urawilkie,0,0,0,0
SAL14075,Urbenville,0,0,67,67
SAL14076,Uriarra,0,0,7,7
SAL14077,Urila,0,0,29,35
SAL14078,Urliup,0,0,49,49
SAL14079,Urunga,0,4,681,686
SAL14080,Utungun,0,0,51,51
SAL14081,Vacy,0,0,197,197
SAL14082,Vale Of Clwydd,0,0,75,75
SAL14083,Valentine,4,4,1495,1508
SAL14084,Valery,0,0,11,12
SAL14085,Valla,0,5,270,270
SAL14086,Valla Beach,0,4,350,354
SAL14087,Valley Heights,4,0,315,319
SAL14088,Varroville,0,0,24,24
SAL14089,Vaucluse,13,10,2173,2203
SAL14090,Verges Creek,0,0,68,68
SAL14091,Verona,0,0,80,77
SAL14092,Villawood,10,3,1020,1032
SAL14093,Vincentia,4,11,979,994
SAL14094,Vineyard,0,0,222,226
SAL14095,Violet Hill,0,0,0,0
SAL14096,Vittoria (NSW),0,0,16,16
SAL14097,Voyager Point,0,4,454,459
SAL14098,Wadalba,5,8,843,855
SAL14099,Wadbilliga,0,0,0,0
SAL14100,Wadeville,0,0,33,33
SAL14101,Wagga Wagga,9,9,1267,1287
SAL14102,Wagstaffe,0,0,67,72
SAL14103,Wahroonga,13,13,4295,4323
SAL14104,Waitara,14,0,1875,1894
SAL14105,Waitui,0,0,24,26
SAL14106,Wakefield,0,0,32,34
SAL14107,Wakeley,5,3,1064,1077
SAL14108,Wakool,0,0,59,61
SAL14109,Walang,0,0,30,30
SAL14110,Walbundrie,0,0,38,39
SAL14111,Walcha,0,0,596,602
SAL14112,Walcha Road,0,0,17,17
SAL14113,Waldegrave,0,0,7,7
SAL14114,Walgett,0,0,229,229
SAL14115,Walla Walla,6,0,159,163
SAL14116,Wallabadah,0,0,93,93
SAL14117,Wallabi Point,0,0,233,238
SAL14118,Wallacetown,0,0,0,0
SAL14119,Wallacia,0,0,383,388
SAL14120,Wallaga Lake,0,0,159,159
SAL14121,Wallagoot,0,0,141,147
SAL14122,Wallalong,0,0,255,254
SAL14123,Wallamore,0,0,23,23
SAL14124,Wallanbah,0,0,16,16
SAL14125,Wallangra,0,0,16,16
SAL14126,Wallanthery,0,0,10,11
SAL14127,Wallarah,0,0,79,78
SAL14128,Wallaringa,0,0,4,4
SAL14129,Wallarobba,0,5,40,44
SAL14130,Wallaroo (NSW),5,0,146,143
SAL14131,Wallendbeen,0,0,79,79
SAL14132,Wallerawang,3,0,418,427
SAL14133,Walleroobie,0,0,14,14
SAL14134,Wallingat,0,0,0,0
SAL14135,Wallis Lake,0,0,0,0
SAL14136,Wallsend,27,28,2554,2604
SAL14137,Walmer (NSW),0,0,13,13
SAL14138,Wamban,0,0,30,30
SAL14139,Wambangalang,0,0,11,11
SAL14140,Wamberal,0,8,1681,1695
SAL14141,Wamboin,4,6,471,480
SAL14142,Wambool,0,0,9,9
SAL14143,Wambrook,0,0,15,15
SAL14144,Wanaaring,0,0,19,19
SAL14145,Wandandian,0,0,98,98
SAL14146,Wandella (NSW),0,0,43,43
SAL14147,Wandera,0,0,3,3
SAL14148,Wandook,0,0,13,13
SAL14149,Wandsworth,0,0,32,32
SAL14150,Wang Wauk,0,0,26,26
SAL14151,Wanganella,0,0,14,14
SAL14152,Wanganui,0,0,10,10
SAL14153,Wangi Wangi,7,8,729,748
SAL14154,Wantabadgery,0,0,43,42
SAL14155,Wantagong,0,0,15,15
SAL14156,Wantiool,0,0,13,13
SAL14157,Wapengo,0,0,23,23
SAL14158,Warabrook,9,4,396,402
SAL14159,Waratah (NSW),10,8,773,789
SAL14160,Waratah West,8,4,532,548
SAL14161,Warburn,0,0,14,14
SAL14162,Wardell,0,0,167,170
SAL14163,Wardrop Valley,0,0,21,21
SAL14164,Wards Mistake,0,0,9,9
SAL14165,Wards River,0,0,41,41
SAL14166,Wareemba,0,5,356,360
SAL14167,Warialda,0,3,304,303
SAL14168,Warialda Rail,0,0,40,40
SAL14169,Warilla,0,7,1104,1109
SAL14170,Warkworth,0,0,9,11
SAL14171,Warners Bay,11,7,1906,1921
SAL14172,Warnervale,0,0,142,142
SAL14173,Warrabah,0,0,0,0
SAL14174,Warraderry,0,0,25,25
SAL14175,Warragai Creek,0,0,16,16
SAL14176,Warragamba,0,0,237,240
SAL14177,Warragoon,0,0,24,24
SAL14178,Warrah,0,0,14,14
SAL14179,Warrah Creek,0,0,19,19
SAL14180,Warrah Ridge,0,0,21,21
SAL14181,Warral,0,0,111,111
SAL14182,Warranulla,0,0,6,6
SAL14183,Warrawee,0,3,800,808
SAL14184,Warrawidgee,0,0,16,16
SAL14185,Warrawong,11,9,779,794
SAL14186,Warrazambil Creek,0,0,6,6
SAL14187,Warregah Island,0,0,6,6
SAL14188,Warrell Creek,0,0,64,65
SAL14189,Warren,0,0,267,265
SAL14190,Warri,0,0,38,38
SAL14191,Warriewood,3,8,1916,1925
